ADDRESS1,ADDRESS2,ADDRESS3,AREA,CATEGORY,CE_CATEGORY,CITY,CLOSE_DATE,COLLECTION_DAY,CREATED_BY,CREATED_BY_USER,CREATION_DATE,DEPARTMENT,DISTRICT,DIVISION,FOLLOWUP_DATE,FULL_ADDRESS,GROUP_NAME,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_RESOLVED_DATE,INCIDENT_TYPE_ID,LAST_MODIFIED_DATE,LAST_UPDATE_DATE,LAST_UPDATE_LOGIN,LAST_UPDATED_BY,Location 1,MAP_PAGE,MLGW_ON,MLGW_STATUS,NEXT_OPEN_TASK_DATE,NUMBER_OF_TASKS,OWNER_NAME,PARCEL_ID,POSTAL_CODE,REPORTED_DATE,REQUEST_PRIORITY,REQUEST_STATUS,REQUEST_TYPE,RESOLUTION_CODE,RESOLUTION_CODE_MEANING,RESOLUTION_SUMMARY,SR_CREATION_CHANNEL,STATE,STREET_NAME,SUB_DISTRICT,SWM_CODE,TARGET_BLOCK,ZONE,location1,SUMMARY_1,City Council Districts,South City,SC Quarter Mile Buffer,Memphis 3.0 Planning Districts,Shelby County Zip Codes
582 E BODLEY AVE,,,,Weeds,,MEMPHIS,,,,,11/15/2024 08:52:57 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 02:52:22 AM,582 E BODLEY AVE MEMPHIS TN 38106,MEMPHIS,50076306,50076306,,10205,,11/15/2024 08:52:57 AM,,,582 E BODLEY AVE,,,,,,,049066  00026,38106,11/15/2024 08:52:57 AM,Low,In Progress,CW-Weeds Vacant Lots,VIOLATION,,Property in Violation,WEB,TN,E BODLEY AVE,,,133,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
1943 LYNNBROOK PL,,,D,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 02:23:16 PM,Solid Waste Management,,Solid Waste Management,,1943 LYNNBROOK PL MEMPHIS TENNESSEE,Memphis,7182987,7182987,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1943 LYNNBROOK PL,,,A,,,,078008  00042,,11/15/2024 02:21:00 PM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,LYNNBROOK PL,,,,D1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
2501 ARLINGTON AVE,,,,Inspection-Structures,,MEMPHIS,,,,,11/15/2024 12:03:15 PM,CODE ENFORCEMENT,,Public Works,11/29/2024 12:02:21 PM,2501 ARLINGTON AVE MEMPHIS TENNESSEE 38114,MEMPHIS,50076397,50076397,,10409,,11/15/2024 12:03:15 PM,,,2501 ARLINGTON AVE,,,,,,,047049  00003,38114,11/15/2024 12:02:00 PM,Low,Open,"CE-Substandard,Derelict Struc",,,,WEB,Tennessee,ARLINGTON AVE,,,141,,POINT (-89.98099 35.10836),Not Applicable,5,,,5,13
"785 N McLean Blvd, Memphis, TN, 38107, USA",,,B,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 04:13:59 PM,Solid Waste Management,,Solid Waste Management,,"785 N MCLEAN BLVD, MEMPHIS, TN, 38107, USA",CITIZEN,7183096,7183096,,10667,,11/15/2024 04:13:59 PM,,,"785 N MCLEAN BLVD, MEMPHIS, TN, 38107, USA",,,,,,,,,11/15/2024 04:08:00 PM,Low,Open,SWM-Dead Animal Collection,,,,WEB,Tennessee,N MCLEAN BLVD,,,,B3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3244 BRAEMAR DR,,,A,Cart Maintenance,,MEMPHIS,,Tuesday,,,11/15/2024 02:47:22 PM,Solid Waste Management,,Solid Waste Management,,3244 BRAEMAR DR MEMPHIS TENNESSEE,Memphis,7183009,7183009,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3244 BRAEMAR DR,,,A,,,,084007  00088,,11/15/2024 02:45:00 PM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,BRAEMAR DR,,,,A2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
7108 SHADOW OAKS DR,,,E,Cart Maintenance,,MEMPHIS,,Tuesday,,,11/15/2024 02:41:21 PM,Solid Waste Management,,Solid Waste Management,,7108 SHADOW OAKS DR MEMPHIS TENNESSEE,Memphis,7183005,7183005,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,7108 SHADOW OAKS DR,,,A,,,,093523 K00046,,11/15/2024 02:38:00 PM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,SHADOW OAKS DR,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
314 LEATH ST,,,B,Service,,MEMPHIS,,Friday,,,11/15/2024 09:24:51 AM,Solid Waste Management,,Solid Waste Management,,314 LEATH ST MEMPHIS TENNESSEE,Memphis,7182808,7182808,,10439,,11/15/2024 03:23:13 PM,,jjackson_AWPM,314 LEATH ST,,,A,,,,051007  00038,,11/15/2024 09:18:00 AM,Low,Open,SWM-Service Quality,,,,WEB,Tennessee,LEATH ST,,,,B3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
282 MAYHURST,,,E,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 08:56:42 AM,Solid Waste Management,,Solid Waste Management,,282 MAYHURST MEMPHIS TENNESSEE,Memphis,7182777,7182777,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,282 MAYHURST,,,A,,,,091083 B00055,,11/15/2024 08:55:00 AM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,MAYHURST,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3195 DOUGLASS AVE,,,,Weeds,,MEMPHIS,,,,,11/15/2024 11:24:16 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 05:23:25 AM,3195 DOUGLASS AVE MEMPHIS TN 38111,MEMPHIS,50076387,50076387,,10204,,11/15/2024 11:24:16 AM,,,3195 DOUGLASS AVE,,,,,,,045080  00002,38111,11/15/2024 11:24:16 AM,Low,In Progress,CW-Weeds Vacant Houses,VIOLATION,,Property in Violation,WEB,TN,DOUGLASS AVE,,,104,,POINT (-89.94286 35.1124),Not Applicable,4,,,9,10
1930 LYNNBROOK PL,,,D,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 12:15:00 PM,Solid Waste Management,,Solid Waste Management,,1930 LYNNBROOK PL MEMPHIS TENNESSEE,Memphis,7182929,7182929,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1930 LYNNBROOK PL,,,A,,,,078008  00045C,,11/15/2024 12:12:00 PM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,LYNNBROOK PL,,,,D1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
8314 CREEK FRONT DR,,,E,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 10:57:37 AM,Solid Waste Management,,Solid Waste Management,,8314 CREEK FRONT DR MEMPHIS TENNESSEE,Memphis,7182886,7182886,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,8314 CREEK FRONT DR,,,A,,,,096507 G00041,,11/15/2024 10:54:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,CREEK FRONT DR,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
201 PATTERSON ST,,,B,Cart Maintenance,,MEMPHIS,,Thursday,,,11/15/2024 02:23:16 PM,Solid Waste Management,,Solid Waste Management,,201 PATTERSON ST MEMPHIS TENNESSEE,Memphis,7182986,7182986,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,201 PATTERSON ST,,,A,,,,044055  00039,,11/15/2024 02:20:00 PM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,PATTERSON ST,,,,B3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3797 LAKEHURST DR,,,A,Cart Maintenance,,MEMPHIS,,Monday,,,11/15/2024 03:39:13 PM,Solid Waste Management,,Solid Waste Management,,3797 LAKEHURST DR MEMPHIS TENNESSEE,Memphis,7183067,7183067,,12748,,11/15/2024 03:39:13 PM,,,3797 LAKEHURST DR,,,,,,,086015 A00002,,11/15/2024 03:37:00 PM,Low,Open,SWM-Recycle Cart Delivery,,,,WEB,Tennessee,LAKEHURST DR,,,,A2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
892 NEW YORK ST,,,B,Service,,MEMPHIS,,Thursday,,,11/15/2024 12:25:02 PM,Solid Waste Management,,Solid Waste Management,,892 NEW YORK ST MEMPHIS TENNESSEE,Memphis,7182937,7182937,,10439,,11/15/2024 03:23:13 PM,,jjackson_AWPM,892 NEW YORK ST,,,A,,,,029019  00015,,11/15/2024 12:13:00 PM,Low,Open,SWM-Service Quality,,,,WEB,Tennessee,NEW YORK ST,,,,B3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
9256 CHARLY HILL LN,,,E,Recycle,,MEMPHIS,,Thursday,,,11/15/2024 03:51:33 PM,Solid Waste Management,,Solid Waste Management,,9256 CHARLY HILL LN MEMPHIS TENNESSEE,Memphis,7183075,7183075,,10435,,11/15/2024 03:51:33 PM,,,9256 CHARLY HILL LN,,,,,,,096204 D00001,,11/15/2024 03:49:00 PM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,CHARLY HILL LN,,,,E2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
984 ECHLES ST,,,C,Garbage,,MEMPHIS,,Tuesday,,,11/15/2024 02:31:18 PM,Solid Waste Management,,Solid Waste Management,,984 ECHLES ST MEMPHIS TENNESSEE,Memphis,7182996,7182996,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,984 ECHLES ST,,,A,,,,058042  00044,,11/15/2024 02:30:00 PM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,ECHLES ST,,,,C3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
57 N BELVEDERE BLVD,,,B,Billing,,MEMPHIS,,Friday,,,11/15/2024 09:30:53 AM,Solid Waste Management,,Solid Waste Management,,57 N BELVEDERE BLVD MEMPHIS TENNESSEE,Memphis,7182815,7182815,,10442,,11/15/2024 03:23:13 PM,,jjackson_AWPM,57 N BELVEDERE BLVD,,,A,,,,017038  00020,,11/15/2024 09:27:00 AM,Low,Open,SWM-New Start Garbage Request,,,,WEB,Tennessee,N BELVEDERE BLVD,,,,B1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"915 S McLean Blvd, Memphis, TN, 38114, USA",,,C,Recycle,,MEMPHIS,,Thursday,,,11/15/2024 10:25:26 AM,Solid Waste Management,,Solid Waste Management,,"915 S MCLEAN BLVD, MEMPHIS, TN, 38114, USA",CITIZEN,7182870,7182870,,10435,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"915 S MCLEAN BLVD, MEMPHIS, TN, 38114, USA",,,A,,,,,,11/15/2024 10:21:00 AM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,S MCLEAN BLVD,,,,C1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1104 DANITA CV,,,B,Garbage,,MEMPHIS,,Tuesday,,,11/15/2024 09:55:10 AM,Solid Waste Management,,Solid Waste Management,,1104 DANITA CV MEMPHIS TENNESSEE,Memphis,7182842,7182842,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1104 DANITA CV,,,A,,,,063039  00009,,11/15/2024 09:52:00 AM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,DANITA CV,,,,B2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3071 PARKER RD,,,D,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 09:51:08 AM,Solid Waste Management,,Solid Waste Management,,3071 PARKER RD MEMPHIS TENNESSEE,Memphis,7182837,7182837,,10430,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3071 PARKER RD,,,A,,,,075017  00055,,11/15/2024 09:48:00 AM,Low,Open,SWM-Cart Repair,,,,WEB,Tennessee,PARKER RD,,,,D3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
81 LARCHMONT DR,,,B,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 11:40:55 AM,Solid Waste Management,,Solid Waste Management,,81 LARCHMONT DR MEMPHIS TENNESSEE,Memphis,7182913,7182913,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,81 LARCHMONT DR,,,A,,,,045059  00042,,11/15/2024 11:38:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,LARCHMONT DR,,,,B1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
809 WATSON ST,,,C,Billing,,MEMPHIS,,Tuesday,,,11/15/2024 02:59:29 PM,Solid Waste Management,,Solid Waste Management,,809 WATSON ST MEMPHIS TENNESSEE,Memphis,7183019,7183019,,10442,,11/15/2024 03:23:13 PM,,jjackson_AWPM,809 WATSON ST,,,A,,,,046056  00005,,11/15/2024 02:57:00 PM,Low,Open,SWM-New Start Garbage Request,,,,WEB,Tennessee,WATSON ST,,,,C1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
2995 HUNTINGTON TL,,,E,Garbage,,MEMPHIS,,Monday,,,11/15/2024 03:43:15 PM,Solid Waste Management,,Solid Waste Management,,2995 HUNTINGTON TL MEMPHIS TENNESSEE,Memphis,7183069,7183069,,10431,,11/15/2024 03:43:15 PM,,,2995 HUNTINGTON TL,,,,,,,093205 W00015,,11/15/2024 03:41:00 PM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,HUNTINGTON TL,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
446 CLOWER AVE,,,D,Recycle,,MEMPHIS,,Wednesday,,,11/15/2024 12:49:08 PM,Solid Waste Management,,Solid Waste Management,,446 CLOWER AVE MEMPHIS TENNESSEE,Memphis,7182961,7182961,,10435,,11/15/2024 03:23:13 PM,,jjackson_AWPM,446 CLOWER AVE,,,A,,,,076049  00025,,11/15/2024 12:46:00 PM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,CLOWER AVE,,,,D1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1751 FELIX AVE,,,,Others,,MEMPHIS,,,,,11/15/2024 04:59:17 PM,ENVIRONMENTAL MAINTENANCE,,Public Works,,1751 FELIX AVE MEMPHIS TENNESSEE 38114,MEMPHIS,50076430,50076430,,10688,,11/15/2024 04:59:17 PM,,,1751 FELIX AVE,043,,,,,,031061  00004,38114,11/15/2024 10:57:04 AM,Low,Open,EMI-Sewer Backup,,,,WEB,Tennessee,FELIX AVE,,,,,POINT (-89.98099 35.10836),Not Applicable,5,,,5,13
3605 DEERWOOD AVE,,,C,Recycle,,MEMPHIS,,Tuesday,,,11/15/2024 02:25:17 PM,Solid Waste Management,,Solid Waste Management,,3605 DEERWOOD AVE MEMPHIS TENNESSEE,Memphis,7182991,7182991,,10435,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3605 DEERWOOD AVE,,,A,,,,058031  00005,,11/15/2024 02:24:00 PM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,DEERWOOD AVE,,,,C3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3902 CALLAHAN DR,,,A,Garbage,,MEMPHIS,11/15/2024 12:00:00 AM,Thursday,,,11/15/2024 02:19:15 PM,Solid Waste Management,,Solid Waste Management,,3902 CALLAHAN DR MEMPHIS TENNESSEE,Memphis,7182982,7182982,,10432,,11/15/2024 03:23:54 PM,,,3902 CALLAHAN DR,,,A,,,,071041  00026,,11/15/2024 02:16:00 PM,Low,Closed,SWM-Garbage Missed,SWMGM1,,pu,WEB,Tennessee,CALLAHAN DR,,,,A1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
424 W PEEBLES RD,,,,Weeds,,MEMPHIS,,,,,11/15/2024 09:28:14 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 03:26:36 AM,424 W PEEBLES RD MEMPHIS TN 38109,MEMPHIS,50076324,50076324,,10205,,11/15/2024 09:28:14 AM,,,424 W PEEBLES RD,,,,,,,075001  00027,38109,11/15/2024 09:28:14 AM,Low,In Progress,CW-Weeds Vacant Lots,VIOLATION,,Property in Violation,WEB,TN,W PEEBLES RD,,,155,,POINT (-90.12608 35.08219),Not Applicable,6,,,14,12
1373 GREENLAND RD,,,E,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 12:25:02 PM,Solid Waste Management,,Solid Waste Management,,1373 GREENLAND RD MEMPHIS TENNESSEE,Memphis,7182935,7182935,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1373 GREENLAND RD,,,A,,,,089047  00021,,11/15/2024 12:22:00 PM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,GREENLAND RD,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
7057 PETTEN DR,,,E,Garbage,,MEMPHIS,,Friday,,,11/15/2024 03:45:31 PM,Solid Waste Management,,Solid Waste Management,,7057 PETTEN DR MEMPHIS TENNESSEE,Memphis,7183072,7183072,,10432,,11/15/2024 03:45:31 PM,,,7057 PETTEN DR,,,,,,,095101 C00002,,11/15/2024 03:43:00 PM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,PETTEN DR,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"1599 Rice St, Memphis, TN, 38108, USA",,,A,Recycle,,MEMPHIS,11/15/2024 12:00:00 AM,Wednesday,,,11/15/2024 10:15:22 AM,Solid Waste Management,,Solid Waste Management,,"1599 RICE ST, MEMPHIS, TN, 38108, USA",CITIZEN,7182863,7182863,,10435,,11/15/2024 03:07:29 PM,,,"1599 RICE ST, MEMPHIS, TN, 38108, USA",,,,,,,,,11/15/2024 10:12:00 AM,Low,Closed,SWM-Recycling Missed,SWMRBM1,,pu,WEB,Tennessee,RICE ST,,,,A2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1783 WALTER ST,,,A,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 09:47:07 AM,Solid Waste Management,,Solid Waste Management,,1783 WALTER ST MEMPHIS TENNESSEE,Memphis,7182833,7182833,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1783 WALTER ST,,,A,,,,053078  00009,,11/15/2024 09:43:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,WALTER ST,,,,A1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
5071 SUMMER AVE,,,,,,Memphis,,,,,11/15/2024 03:43:23 PM,ENVIRONMENTAL ENFORCEMENT,,Public Works,,5071 SUMMER AVE  MEMPHIS TN 38122,MEMPHIS,31747,50076425,,31747,,11/15/2024 03:43:23 PM,,,5071 SUMMER AVE,,,,,,,063072  00001,38122,11/15/2024 09:40:58 AM,Low,In Progress,EE-Illegal Dumping,VOPO,,,WEB,TN,SUMMER AVE,,,,,POINT (-89.923883 35.154861),Not Applicable,4,,,6,20
3635 CLARKE RD,,,E,Garbage,,MEMPHIS,,Monday,,,11/15/2024 09:08:46 AM,Solid Waste Management,,Solid Waste Management,,3635 CLARKE RD MEMPHIS TENNESSEE,Memphis,7182790,7182790,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3635 CLARKE RD,,,A,,,,093417 C00003,,11/15/2024 09:06:00 AM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,CLARKE RD,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
2310 OLIVER AVE,,,B,Recycle,,MEMPHIS,,Thursday,,,11/15/2024 02:15:14 PM,Solid Waste Management,,Solid Waste Management,,2310 OLIVER AVE MEMPHIS TENNESSEE,Memphis,7182975,7182975,,10435,,11/15/2024 03:23:13 PM,,jjackson_AWPM,2310 OLIVER AVE,,,A,,,,029020  00013,,11/15/2024 02:12:00 PM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,OLIVER AVE,,,,B3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3829 ANNETTE LN,,,,Others,,MEMPHIS,11/15/2024 06:45:00 PM,,,,11/15/2024 11:29:36 AM,ENVIRONMENTAL MAINTENANCE,,Public Works,,3829 ANNETTE LN MEMPHIS TENNESSEE 38127,MEMPHIS,50076389,50076389,,10688,,11/15/2024 06:46:41 PM,,,3829 ANNETTE LN,008,,,,,,071012  00022,38127,11/15/2024 05:28:15 AM,Low,Closed,EMI-Sewer Backup,,,"EH-221
CLEARED HARD SPOT IN PROPERTY/CLEAR FOE NOW/SPOKE WITH RESIDENT",WEB,Tennessee,ANNETTE LN,,,,,POINT (-89.99916 35.21217),Not Applicable,7,,,1,23
1228 COLBY ST,,,,,,MEMPHIS,,,,,11/15/2024 09:00:22 AM,Environmental Enforcement,,Public Works,,1228 COLBY ST MEMPHIS TENNESSEE,Memphis,7182780,7182780,,31747,,11/15/2024 09:00:22 AM,,,1228 COLBY ST,,,,,,,021065  00010,,11/15/2024 02:59:00 AM,Low,Open,EE-Illegal Dumping,,,,WEB,Tennessee,COLBY ST,,,35,,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
528 WHITEVILLE AVE,,,D,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 12:41:06 PM,Solid Waste Management,,Solid Waste Management,,528 WHITEVILLE AVE MEMPHIS TENNESSEE,Memphis,7182950,7182950,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,528 WHITEVILLE AVE,,,A,,,,076066  00014,,11/15/2024 12:39:00 PM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,WHITEVILLE AVE,,,,D2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3838 SUMMER AVE,,,,Miscellaneous,,MEMPHIS,,,,,11/15/2024 11:25:10 AM,CODE ENFORCEMENT,,Public Works,11/29/2024 11:23:04 AM,3838 SUMMER AVE MEMPHIS TENNESSEE 38122,MEMPHIS,50076385,50076385,,21747,,11/15/2024 11:25:10 AM,,,3838 SUMMER AVE,,,,,,,055067  00060,38122,11/15/2024 11:23:00 AM,Low,Open,COMM - Miscellaneous,,,,WEB,Tennessee,SUMMER AVE,,,50,,POINT (-89.91149 35.15371),Not Applicable,4,,,6,20
2493 JUDSON ST,,,D,Cart Maintenance,,MEMPHIS,,Thursday,,,11/15/2024 09:20:50 AM,Solid Waste Management,,Solid Waste Management,,2493 JUDSON ST MEMPHIS TENNESSEE,Memphis,7182805,7182805,,10430,,11/15/2024 03:23:13 PM,,jjackson_AWPM,2493 JUDSON ST,,,A,,,,060148  00044,,11/15/2024 09:18:00 AM,Low,Open,SWM-Cart Repair,,,,WEB,Tennessee,JUDSON ST,,,,D1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
141 W CHICKASAW PKWY,,,B,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 09:24:51 AM,Solid Waste Management,,Solid Waste Management,,141 W CHICKASAW PKWY MEMPHIS TENNESSEE,Memphis,7182807,7182807,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,141 W CHICKASAW PKWY,,,A,,,,045053  00012,,11/15/2024 09:22:00 AM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,W CHICKASAW PKWY,,,,B1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
4025 BISHOPS BRIDGE RD,,,D,Garbage,,MEMPHIS,,Tuesday,,,11/15/2024 09:51:08 AM,Solid Waste Management,,Solid Waste Management,,4025 BISHOPS BRIDGE RD MEMPHIS TENNESSEE,Memphis,7182836,7182836,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,4025 BISHOPS BRIDGE RD,,,A,,,,060193  00015,,11/15/2024 09:46:00 AM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,BISHOPS BRIDGE RD,,,,D1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3578 TERRACE DR,,,,Others,,MEMPHIS,,,,,11/15/2024 07:30:54 AM,ENVIRONMENTAL MAINTENANCE,,Public Works,,3578 TERRACE DR MEMPHIS TENNESSEE 38127,MEMPHIS,50076291,50076291,,10694,,11/15/2024 07:30:54 AM,,,3578 TERRACE DR,007,,,,,,069065  00036,38127,11/15/2024 01:30:00 AM,Low,Open,EMI-Repair Miscellaneous,,,TV W/SPIN NOZZLE,WEB,Tennessee,TERRACE DR,,,,,POINT (-89.99916 35.21217),Not Applicable,7,,,1,23
454 E DISON AVE,,,C,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 04:03:57 PM,Solid Waste Management,,Solid Waste Management,,454 E DISON AVE MEMPHIS TENNESSEE,Memphis,7183088,7183088,,12749,,11/15/2024 04:03:57 PM,,,454 E DISON AVE,,,,,,,049027  00004,,11/15/2024 04:00:00 PM,Low,Open,SWM-Recycle Cart Pickup,,,,WEB,Tennessee,E DISON AVE,,,,C2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3587 MERRITT CV,,,A,Cart Maintenance,,MEMPHIS,,Monday,,,11/15/2024 11:54:56 AM,Solid Waste Management,,Solid Waste Management,,3587 MERRITT CV MEMPHIS TENNESSEE,Memphis,7182916,7182916,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3587 MERRITT CV,,,A,,,,086016  00018,,11/15/2024 11:52:00 AM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,MERRITT CV,,,,A2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"9481 Cedar Glade Cv, Cordova, Tennessee, 38016",,,E,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 08:51:08 PM,Solid Waste Management,,Solid Waste Management,,"9481 CEDAR GLADE CV, CORDOVA, TENNESSEE, 38016",MEMPHIS,7183127,7183127,,10432,,11/15/2024 08:51:08 PM,,,"9481 CEDAR GLADE CV, CORDOVA, TENNESSEE, 38016",,,,,,,096204 A00014,,11/14/2024 06:00:00 PM,Medium,Open,SWM-Garbage Missed,,,,WEB,TN,CEDAR GLADE CV,,,,E2,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
3342 HIGHLAND PARK PL,,,,Miscellaneous,,MEMPHIS,,,,,11/15/2024 11:29:44 AM,Code Enforcement,,Public Works,,3342 HIGHLAND PARK PL MEMPHIS TENNESSEE 38111,Memphis,7182904,7182904,,10396,,11/15/2024 11:29:44 AM,,,3342 HIGHLAND PARK PL,,,,,,,044043  00028,38111,11/15/2024 11:25:00 AM,Low,Open,CE-Code Miscellaneous,,,,WEB,Tennessee,HIGHLAND PARK PL,,,66,,POINT (-89.94286 35.1124),Not Applicable,4,,,9,10
"954 Boones Hollow Cove, Memphis TN 38018, United States",,,E,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 03:59:35 PM,Solid Waste Management,,Solid Waste Management,,"954 BOONES HOLLOW COVE, MEMPHIS TN 38018, UNITED STATES",MEMPHIS,7183083,7183083,,10441,,11/15/2024 03:59:35 PM,,,"954 BOONES HOLLOW COVE, MEMPHIS TN 38018, UNITED STATES",,,,,,,091003  00029,,11/14/2024 06:00:00 PM,Medium,Open,SWM-Missing Cart,,,,WEB,TN,BOONES HOLLOW COVE,,,,E2,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
3583 VERNON AVE,,,B,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 08:52:24 AM,Solid Waste Management,,Solid Waste Management,,3583 VERNON AVE MEMPHIS TENNESSEE,Memphis,7182772,7182772,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3583 VERNON AVE,,,A,,,,043070  00028,,11/15/2024 08:49:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,VERNON AVE,,,,B2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
